Dataset Name,Algorithm Name,Cross Validation,Hyper-Parameters Values,Accuracy,TPR,FPR,Precision,AUC,PR-Curve,Training Time,Inference Time
fruits3New,VGG_Ido,1,,0.806122449,0.817751464,0.013760607,0.836208302,0.995689345,0.978169786,22.45953417,0.734402418
fruits3New,VGG_Ido,2,,0.846938776,0.843241943,0.010856682,0.826842729,0.998437447,0.96899672,22.50808382,0.921074152
fruits3New,VGG_Ido,3,,0.841836735,0.857347212,0.0110576,0.863962247,0.994997596,0.970079458,22.25982308,1.012264729
fruits3New,VGG_Ido,4,,0.87244898,0.862896825,0.009204377,0.911402116,0.99596426,0.975864374,21.3103354,0.804368496
fruits3New,VGG_Ido,5,,0.923469388,0.924893878,0.005473151,0.9365848,0.998012729,0.977065711,21.90963101,0.829972267
fruits3New,VGG_Ido,6,,0.857142857,0.859301871,0.010382889,0.892169445,0.995806217,0.964652836,22.3934629,0.747011423
fruits3New,VGG_Ido,7,,0.87244898,0.889461533,0.009069423,0.886116106,0.994019071,0.964493669,26.3543601,1.063744783
fruits3New,VGG_Ido,8,,0.882653061,0.882306256,0.008225982,0.923583279,0.994487369,0.962763244,21.86361837,0.742012024
fruits3New,VGG_Ido,9,,0.862244898,0.888270063,0.009882088,0.921707479,0.994699822,0.955175147,22.29660249,0.810240507
fruits3New,VGG_Ido,10,,0.816326531,0.833478058,0.013003778,0.80016792,0.993921171,0.955542829,22.16982818,0.740221262
